mixed_run_id,mixed_adapter_label,mixed_source_recipe,comparator_run_id,comparator_adapter_label,comparator_source_recipe,comparator_family,metric,direction,mixed_value,comparator_value,mixed_minus_comparator,mixed_delta_vs_r004,comparator_delta_vs_r004,mixed_minus_comparator_delta
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d001,final,noised_gold_unfiltered,single_source_unfiltered_control,functionchat_bench.function_name_accuracy,higher_is_better,0.95,0.94,0.010000000000000009,0.0,-0.010000000000000009,0.010000000000000009
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d002,final,behavior_unfiltered,single_source_unfiltered_control,functionchat_bench.function_name_accuracy,higher_is_better,0.95,0.9,0.04999999999999993,0.0,-0.04999999999999993,0.04999999999999993
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r028,final,noised_gold_clean,single_source_clean,functionchat_bench.argument_accuracy,higher_is_better,0.85,0.85,0.0,0.020000000000000018,0.020000000000000018,0.0
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r029,final,behavior_clean,single_source_clean,functionchat_bench.argument_accuracy,higher_is_better,0.85,0.8,0.04999999999999993,0.020000000000000018,-0.029999999999999916,0.04999999999999993
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d001,final,noised_gold_unfiltered,single_source_unfiltered_control,functionchat_bench.argument_accuracy,higher_is_better,0.85,0.85,0.0,0.020000000000000018,0.020000000000000018,0.0
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d002,final,behavior_unfiltered,single_source_unfiltered_control,functionchat_bench.argument_accuracy,higher_is_better,0.85,0.8,0.04999999999999993,0.020000000000000018,-0.029999999999999916,0.04999999999999993
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r028,final,noised_gold_clean,single_source_clean,functionchat_bench.tool_hallucination_rate,lower_is_better,0.0,0.0,0.0,0.0,0.0,0.0
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r029,final,behavior_clean,single_source_clean,functionchat_bench.tool_hallucination_rate,lower_is_better,0.0,0.0,0.0,0.0,0.0,0.0
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d001,final,noised_gold_unfiltered,single_source_unfiltered_control,functionchat_bench.tool_hallucination_rate,lower_is_better,0.0,0.0,0.0,0.0,0.0,0.0
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d002,final,behavior_unfiltered,single_source_unfiltered_control,functionchat_bench.tool_hallucination_rate,lower_is_better,0.0,0.0,0.0,0.0,0.0,0.0
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r028,final,noised_gold_clean,single_source_clean,ifeval_style.prompt_level_strict_accuracy,higher_is_better,0.5416666666666666,0.5208333333333334,0.02083333333333326,-0.09375,-0.11458333333333326,0.02083333333333326
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r029,final,behavior_clean,single_source_clean,ifeval_style.prompt_level_strict_accuracy,higher_is_better,0.5416666666666666,0.5625,-0.02083333333333337,-0.09375,-0.07291666666666663,-0.02083333333333337
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d001,final,noised_gold_unfiltered,single_source_unfiltered_control,ifeval_style.prompt_level_strict_accuracy,higher_is_better,0.5416666666666666,0.53125,0.01041666666666663,-0.09375,-0.10416666666666663,0.01041666666666663
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d002,final,behavior_unfiltered,single_source_unfiltered_control,ifeval_style.prompt_level_strict_accuracy,higher_is_better,0.5416666666666666,0.5625,-0.02083333333333337,-0.09375,-0.07291666666666663,-0.02083333333333337
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r028,final,noised_gold_clean,single_source_clean,ifeval_style.instruction_level_accuracy,higher_is_better,0.7044025157232704,0.7044025157232704,0.0,-0.06289308176100639,-0.06289308176100639,0.0
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r029,final,behavior_clean,single_source_clean,ifeval_style.instruction_level_accuracy,higher_is_better,0.7044025157232704,0.7169811320754716,-0.012578616352201255,-0.06289308176100639,-0.05031446540880513,-0.012578616352201255
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d001,final,noised_gold_unfiltered,single_source_unfiltered_control,ifeval_style.instruction_level_accuracy,higher_is_better,0.7044025157232704,0.6981132075471698,0.0062893081761006275,-0.06289308176100639,-0.06918238993710701,0.0062893081761006275
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d002,final,behavior_unfiltered,single_source_unfiltered_control,ifeval_style.instruction_level_accuracy,higher_is_better,0.7044025157232704,0.7232704402515723,-0.018867924528301883,-0.06289308176100639,-0.044025157232704504,-0.018867924528301883
